ชื่อสาขา,ที่อยู่,ละติจูด,ลองจิจูด,คะแนนเฉลี่ย,จำนวนรีวิว,ลักษณะทำเล,ประเภทกลุ่มเป้าหมาย,จำนวนสาขาในรัศมี_2_กม,ระยะห่างจากสาขาใกล้สุด_กม,Place_ID
Café Amazon ปตท.วังเหนือ,ตำบล วังเหนือ อำเภอ วังเหนือ ลำปาง 52140 ประเทศไทย,19.1461232,99.6174996,3.8,11,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,12.02,ChIJCy_7Aebd2TARdDI8EtCF4Kk
Café Amazon ปตท.พะเยา-เชียงราย,6V3C+797 ตำบล บ้านต๋อม อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.203151,99.8709275,4.5,199,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.65,ChIJcdiTAGPT2TARYe6_mZo-7vo
Café Amazon ปตท.ท่าวังทอง,5WH9+68P ท่าวังทอง อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.1780826,99.91831649999999,4.5,82,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.38,ChIJIZDzP5Ut2DAR9NOr0G0rAY0
Café Amazon คาเฟ่ อเมซอน ปตท.แม่ใส,56 1193 ตำบล แม่ใส อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.1392,99.8956831,4.0,7,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.9,ChIJDXCE3MDT2TARlJ0bOpLoJyE
Café Amazon รพ.พะเยา SC2776,269 หมู่ 11 ตำบล บ้านต๋อม อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.1898301,99.8779186,1.0,1,ไม่สามารถระบุได้,ผู้ป่วย/บุคลากรทางการแพทย์,2,1.64,ChIJy_ZhKf3T2TAR1IQ1fEHpIMU
Café Amazon ปตท.พะเยา,"403 ถ. พหลโยธิน ตำบล แม่ต๋ำ อ.เมือง, พะเยา 56000 ประเทศไทย",19.1454323,99.91254479999999,4.3,79,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.9,ChIJreK44i8t2DARR5uk8nF85Pc
Café Amazon โลตัส พะเยา,5VMW+6QV ท่าวังทอง อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.1831207,99.8969121,4.4,5,ไม่สามารถระบุได้,,1,0.45,ChIJa3xDDJPT2TAR-DH0eoqPkck
Café Amazon - Tops Plaza Phayao,5VPV+9GQ ตำบล บ้านต๋อม อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.1859722,99.89387239999999,4.0,22,ไม่สามารถระบุได้,,2,0.45,ChIJq1XnGEnT2TARE_4hJ8pGm7w
คาเฟ่อเมซอน ดอกคำใต้ : Café Amazon Dokkhamtai,258 หมู่ 3 บุญเกิด ตำบล ดอกคำใต้ อำเภอ ดอกคำใต้ พะเยา 56120 ประเทศไทย,19.1619378,99.9874088,0.0,0,ไม่สามารถระบุได้,,0,5.9,ChIJw2rVs4Iv2DARcC_2E8M8-gg
Café Amazon,เลขที่ 50 ท่าวังทอง อำเภอเมืองพะเยา พะเยา 56000 ประเทศไทย,19.1861993,99.9283215,3.0,1,ไม่สามารถระบุได้,,1,1.38,ChIJCzawcMwt2DARNhHmrVta4DM
Café Amazon ปตท.สันโค้ง ดอกคำใต้,52WH+RVF 1021 ตำบล สันโค้ง อำเภอ ดอกคำใต้ พะเยา 56120 ประเทศไทย,19.1970523,100.02966,4.1,38,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,5.9,ChIJLwFea30v2DARxM_L-LoPXmA
Café Amazon@PTT Station Pong,578H+R82 ตำบล นาปรัง อำเภอปง พะเยา 56140 ประเทศไทย,19.1670105,100.2782772,5.0,1,ไม่สามารถระบุได้,,0,23.82,ChIJgxHuNAAZ2DARsqbtNn8n8wg
Café Amazon ปตท.ท่าวังผา,4RC7+628 ตำบล ท่าวังผา อำเภอ ท่าวังผา น่าน 55140 ประเทศไทย,19.1205459,100.8125877,4.2,58,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,12.98,ChIJfTGIdMXkJzER4Q5xUdjkprY
Cafe' Amazon คาเฟ่ อเมซอน ปตท.ปัว น่าน,5WJ9+M52 ตำบล ปัว อำเภอ ปัว น่าน 55120 ประเทศไทย,19.1816287,100.9178865,4.5,178,ไม่สามารถระบุได้,นักช้อป,0,12.98,ChIJ5RKZ1B3hJzERE617JP_zXG0
Cafe Amazon,"13, ลาว",19.2186546,102.2489716,4.4,10,ไม่สามารถระบุได้,นักช้อป,0,36.5,ChIJ2bZq0WJXLzERrWEhGmrUXto
Quán trà Amazon,"QL1AThôn 4, Quỳnh Lưu, Nghệ An, เวียดนาม",19.1299802,105.6156864,4.8,4,ไม่สามารถระบุได้,นักช้อป,0,126.34,ChIJd2lNXidxNzERC_UNgPRMi7U
Café Amazon คาเฟ่ อเมซอน ปตท.แม่ฮ่องสอน,7XV7+FG5 ถนน ขุนลุมประพาส ตำบล จองคำ อำเภอเมืองแม่ฮ่องสอน แม่ฮ่องสอน 58000 ประเทศไทย,19.293629,97.9638501,4.3,50,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,50.19,ChIJE8IKrf6l2jARiKv3rMhle7g
อเมซอน คาเฟ่,"154 หมู่ที่ 4 ต.เวียงใต้ อ.ปาย จ.แม่ฮ่องสอน, ปาย อำเภอปาย แม่ฮ่องสอน 58130 ประเทศไทย",19.3552034,98.43699389999999,4.0,32,ไม่สามารถระบุได้,นักช้อป,0,30.93,ChIJ7eshecyB2jARkUsAuYRZT-Q
Café Amazon ปตท.เชียงดาว,ปตท ตำบล เชียงดาว อำเภอเชียงดาว เชียงใหม่ 50170 ประเทศไทย,19.353153,98.96396510000001,4.0,20,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,24.9,ChIJD7jyUnmn0DARJ-p_-7CAUIQ
Café Amazon ปตท.พร้าว,ตำบล เวียง อำเภอพร้าว เชียงใหม่ 50190 ประเทศไทย,19.3688295,99.2004166,4.4,34,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,13.1,ChIJdzMnejBV1zARROLhga_heI4
Café Amazon สาขา ปตท.เวียงป่าเป้า,8GP5+XRG 118 ตำบล เวียง อำเภอเวียงป่าเป้า เชียงราย 57170 ประเทศไทย,19.3374302,99.5095814,3.9,20,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,16.01,ChIJvdjHfLFf1zARjIwetEBhp1E
Café Amazon ปตท.ห้วยลาน ดอกคำใต้,826Q+JW4 ตำบล ห้วยลาน อำเภอ ดอกคำใต้ พะเยา 56120 ประเทศไทย,19.311503,100.0398407,3.7,6,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,10.37,ChIJAxkZHE-H1zARBVV9LVE_jNo
Café Amazon,84MP+M69 ตำบล ห้วยข้าวก่ำ อำเภอ จุน พะเยา 56150 ประเทศไทย,19.3341617,100.1356128,4.3,15,ไม่สามารถระบุได้,,0,10.37,ChIJT01egbSJ1zARs-IEMJ3hIW4
Amazon Cafe ອາເມຊອນ ຄາເຟ່,7PC3+Q92 ไชยบุรี ลาว,19.2718956,101.7033854,4.2,115,ไม่สามารถระบุได้,,0,53.11,ChIJdab5sFmfKDERdIom4YfOdlQ
Café Amazon ปตท.หกแยกพาน,4 ม 13 ถ. พหลโยธิน ตำบล เมืองพาน อำเภอ พาน เชียงราย 57120 ประเทศไทย,19.5401667,99.7411784,4.2,35,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.21,ChIJjQVTXzRw1zAR1nIMCn-C8Q4
Café Amazon ปตท.ป่าแดด,GX5Q+RVP 1126 ตำบล ป่าแดด อำเภอ ป่าแดด เชียงราย 57190 ประเทศไทย,19.5095899,99.9896883,4.3,6,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,22.55,ChIJtcVVI7Sd1zARzcI0YdZAdPQ
Café Amazon ปตท.บ้านมาง,G892+869 สิทธิประชาราษฎร์ 1 ตำบล หย่วน อำเภอ เชียงคำ พะเยา 56110 ประเทศไทย,19.5182933,100.3006032,3.4,9,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,2,0.87,ChIJlRzADVjt1zARB6W9B4Gjk6c
Café Amazon,ตำบล หย่วน อำเภอ เชียงคำ พะเยา 56110 ประเทศไทย,19.5158844,100.3127061,4.1,23,ไม่สามารถระบุได้,,2,0.95,ChIJS4UsyVPs1zARKDEtwkJGjwQ
Café Amazon สาขา หจก. พิบูลธัมพาณิชย์,"180 หมู่ที่ 11 ต.สบบง อ.กิ่งภูซาง, ตำบล หย่วน อำเภอ เชียงคำ พะเยา 56110 ประเทศไทย",19.5116115,100.3048897,3.0,1,ไม่สามารถระบุได้,,2,0.87,ChIJ_______s1zAR-ie_OeE4c-s
Café Amazon ทุ่งช้าง,269 ตำบล ทุ่งช้าง อำเภอ ทุ่งช้าง น่าน 55130 ประเทศไทย,19.3987568,100.8810161,5.0,2,ไม่สามารถระบุได้,,0,24.35,ChIJB2n7yZwPKDERh57fUGe3Lbc
Cafe'Amazon ບ້ານເທີນ ເມືອງແປກ ແຂວງຊຽງຂວາງ,F627+G95 โพนสะหวัน ลาว,19.4512595,103.2134805,4.3,51,ไม่สามารถระบุได้,นักช้อป,1,1.63,ChIJtWI8eLzrLzERJjfBK4jymB4
Cafe Amazon ສາຂາຊຽງຂວາງ 1,"C5VX+JX9 ບ້ານທົ່ງມີໄຊ ເມືອງແປກ, Unnamed Road, Phonsavan, ลาว",19.444034,103.1999757,0.0,0,ไม่สามารถระบุได้,,3,1.52,ChIJ75yNdADrLzERxtDW5tbv64E
Cafe Amazon Buakhiem,C5WP+77W โพนสะหวัน ลาว,19.4458291,103.1855808,5.0,1,ไม่สามารถระบุได้,นักช้อป,2,0.03,ChIJhY6EWSfrLzER3aiqmQ1hwtw
Cafe' Amazon Xiengkhouang ສາຂາ1,"ບ້ານທົ່ງມີໄຊ, C5WP+C44, ເມືອງແປກ, ลาว",19.4460159,103.1853291,4.4,41,ไม่สามารถระบุได้,,2,0.03,ChIJ-XCZGzzrLzERvzDy8FtJHy4
Cafe Amazon ปตทเวียงแหง,656 ตำบล เมืองแหง อำเภอ เวียงแหง เชียงใหม่ 50350 ประเทศไทย,19.5546071,98.6432961,4.6,5,ไม่สามารถระบุได้,นักช้อป,0,30.92,ChIJJYKQaRaP0DARdrg80aoDD6A
Café Amazon ปตท.แม่สรวย,"18 หมู่ที่ 7 ถนนเชียงราย-เชียงใหม่ ต.แม่สรวย อ.แม่สรวย, ตำบล แม่สรวย อำเภอแม่สรวย เชียงราย 57180 ประเทศไทย",19.6479059,99.5321192,3.9,123,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,3.64,ChIJzfGBMM1B1zARZCu5ErWXKVs
กาแฟอเมซอน,JG98+P26 ตำบล แม่พริก อำเภอแม่สรวย เชียงราย 57180 ประเทศไทย,19.6192817,99.5150197,4.3,68,ไม่สามารถระบุได้,,0,3.64,ChIJUyptGb9B1zARLizPGgJnqNk
Café Amazon ตลาดพาน,377 ม.1 ตำบล เมืองพาน อำเภอ พาน เชียงราย 57120 ประเทศไทย,19.551023,99.7410329,4.8,4,ไม่สามารถระบุได้,,2,1.2,ChIJ-beM6ZNx1zARZbRvBDR3JzA
Café Amazon ปตท.พาน,HQ82+2VQ รหัส DD1256 ตำบล เมืองพาน อำเภอ พาน เชียงราย 57120 ประเทศไทย,19.5650897,99.7522273,4.7,12,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,1,1.95,ChIJa3iGyVlx1zAR7e9fwzvCIvE
Café Amazon ปตท.ภูซาง,H75W+WR4 ตำบล สบบง อำเภอ ภูซาง พะเยา 56110 ประเทศไทย,19.5597729,100.2970896,4.5,13,ไม่สามารถระบุได้,ผู้ใช้รถยนต์/นักเดินทาง,0,4.6,ChIJhzqmln3r1zARserhwKBDTKU
